Unnamed: 0,initial_answer_display,initial_answer,gt_answer,predicted_label,initial_binary_correctness,other_LLM_answer,other_llm_answer_type,second_answer,second_turn_predicted_label,second_turn_binary_correctness,final_answer,change_of_mind,other_llm_accuracy,city,actual_latitude,alt_latitude
394,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Banning,31.7875,29.675
395,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Thatta,26.25,27.8
396,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Pharkia,24.2875,22.675
397,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,San Juan,12.9375,12.075
398,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Stara Zagora,45.05,47.7
399,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,West Auckland,51.1875,47.775
400,shown,a,b,0,0,b,Opposite,a,0,0,a,0,60,Cox’s Bāzār,20.0625,18.725
401,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Carpina,-8.3875,-8.875
402,shown,b,b,1,1,a,Opposite,a,0,0,a,1,60,Bửu Long,11.675,12.35
403,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Buzuluk,49.5,46.2
404,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Mouzaïa,38.775,41.05
405,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Cornedo Vicentino,42.75,39.9
406,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Vembaditālam,12.2125,12.925
407,shown,b,a,1,0,a,Opposite,b,1,0,b,0,60,Bayat,37.975,35.45
408,shown,a,b,0,0,b,Opposite,a,0,0,a,0,60,Talne,45.8375,42.775
409,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Ambatofotsy,-23.15,-24.5
410,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Bāpaura,27.0,25.2
411,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Peterlee,58.2125,61.625
412,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Tierra Amarilla,-29.2125,-30.925
413,shown,a,b,0,0,b,Opposite,a,0,0,a,0,60,Mesetas,3.6125,3.825
414,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Quakertown,42.9375,45.475
415,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,San Pedro Sacatepéquez,13.775,12.85
416,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Makamba,-4.3625,-4.625
417,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Espera Feliz,-19.3125,-18.025
418,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,La Plata,36.1,33.7
419,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Fontenay-sous-Bois,45.8375,42.775
420,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Tecoh,22.0,23.3
421,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Comapa,20.3875,21.575
422,shown,a,b,0,0,b,Opposite,a,0,0,a,0,60,Pragatinagar,29.425,31.15
423,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Kappeln,51.275,47.85
424,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Celaya,21.7875,23.075
425,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Saboeiro,-6.9125,-7.325
426,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Abū Dīs,33.775,35.75
427,shown,b,b,1,1,a,Opposite,a,0,0,a,1,60,Monteroni di Lecce,37.7875,35.275
428,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Douar Laouamra,29.8125,27.825
429,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Bắc Ninh,22.525,23.85
430,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,San Antonio,13.975,13.05
431,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Siliancun,21.2875,19.875
432,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Xiushui,25.5125,27.025
433,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Gasparillo,10.95,11.6
434,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Lugoj,42.85,40.0
435,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Ceadîr-Lunga,48.8875,51.775
436,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Neustadt am Rübenberge,55.7875,59.075
437,shown,a,b,0,0,b,Opposite,a,0,0,a,0,60,Haymā’,21.2375,22.475
438,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,San Anselmo,35.625,33.25
439,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Toyohashi,32.625,30.45
440,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Veszprém,50.0375,52.975
441,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Aerzen,48.75,45.5
442,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Rio Grande City,28.05,29.7
443,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Alwar,29.225,30.95
444,shown,a,b,0,0,b,Opposite,a,0,0,a,0,60,Nāhan,28.6875,26.775
445,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Laranjal Paulista,-24.45,-25.9
446,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Zarzis,35.5875,37.675
447,shown,b,b,1,1,a,Opposite,b,1,1,b,0,60,Savelugu,10.2,10.8
448,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Acajutla,14.45,15.3
449,shown,a,a,0,1,b,Opposite,a,0,1,a,0,60,Minto,41.1625,38.425
450,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Ban Pa Sak,17.8625,18.925
451,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,The Nation / La Nation,48.225,51.05
452,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Mealhada,37.875,35.35
453,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Lower Pottsgrove,37.775,35.25
454,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Bayugan,8.1625,7.625
455,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Castel Volturno,38.4375,35.875
456,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Zdzieszowice,47.25,44.1
457,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Tortolì,42.4,44.9
458,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Svobodnyy,48.1875,44.975
459,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Paraibuna,-24.8625,-26.325
460,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Los Alamos,38.1375,40.375
461,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Tocaima,4.2125,3.925
462,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Santa Barbara,15.0,14.0
463,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Zamalkā,35.6,37.7
464,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Qādiān,33.7875,35.775
465,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Jiamusi,49.725,52.65
466,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Marib,16.4625,17.425
467,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Sidi Abdellah Ben Taazizt,31.875,29.75
468,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,San José Tenango,17.0625,15.925
469,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Chavuttahalli,11.625,10.85
470,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Burton upon Trent,49.5,46.2
471,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Corby,49.2125,45.925
472,hidden,a,b,0,0,b,Opposite,a,0,0,a,0,60,Quyang,24.9375,23.275
473,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Kwale,-4.4625,-4.725
474,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Zschopau,53.9625,57.125
475,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Lānjī,22.85,24.2
476,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Mühlhausen,46.125,43.05
477,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Zorgo,12.975,13.75
478,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Southeast,43.9875,46.575
479,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Jeumont,53.4375,56.575
480,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Cockeysville,41.9625,44.425
481,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Nāngloi Jāt,30.4875,32.275
482,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Hockley,54.825,58.05
483,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Bussolengo,42.65,39.8
484,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Briceño,7.55,8.0
485,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Biot,40.875,38.15
486,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Nha Trang,12.975,13.75
487,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Rocky River,44.0875,46.675
488,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Mulukukú,12.375,11.55
489,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Chulym,58.55,62.0
490,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Santa Rosa,-35.2875,-37.375
491,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Nimmekal,18.2875,19.375
492,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Fukuyoshi,35.8,37.9
493,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Kaspiyskiy,48.2375,51.075
494,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Tumbao,7.55,8.0
495,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Cairo Montenotte,41.625,38.85
496,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Divnoye,48.775,51.65
497,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Caçapava,-24.55,-26.0
498,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Hikari,31.875,29.75
499,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Vohburg an der Donau,51.85,54.9
500,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Bicas,-23.0625,-24.425
501,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Kanbara,32.9125,30.725
502,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Gyapekurom,7.125,6.65
503,hidden,a,b,0,0,b,Opposite,a,0,0,a,0,60,Thāthūpur,24.375,22.75
504,hidden,b,a,1,0,a,Opposite,a,0,1,a,1,60,Ampasimazava,-16.5875,-15.475
505,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Spittal an der Drau,49.725,52.65
506,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Walthamstow,54.825,58.05
507,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Sihecun,21.0875,19.675
508,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Frankfort,44.0875,46.675
509,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Higüey,19.7625,20.925
510,hidden,b,a,1,0,a,Opposite,a,0,1,a,1,60,Western Springs,39.1875,36.575
511,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Mandoto,-18.375,-17.15
512,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Pānrepatti,27.1875,28.775
513,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Kohtla-Järve,63.1125,66.825
514,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Hershey,42.8125,45.325
515,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Dezfūl,34.425,36.45
516,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Folkestone,47.9,44.7
517,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Xudat,39.0,36.4
518,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Cross Lanes,40.8125,43.225
519,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Ewarton,17.0625,15.925
520,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Liaojiayuan,27.5625,25.725
521,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Westerland,51.475,48.05
522,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Dęblin,54.825,58.05
523,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Blytheville,33.6625,31.425
524,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Lavrentiya,69.7,73.8
525,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Kurşunlu,38.25,35.7
526,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Qo‘ng‘irot Shahri,45.7,48.4
527,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,San Fructuoso de Bagés,39.1875,36.575
528,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Montemurlo,41.1625,38.425
529,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Fortaleza dos Nogueiras,-7.3375,-7.775
530,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Khagam,29.0125,30.725
531,hidden,b,a,1,0,a,Opposite,a,0,1,a,1,60,Valencia,8.8125,9.325
532,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Chalco,43.775,46.35
533,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Pyeongtaek,39.3125,41.625
534,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Urganch,44.1875,46.775
535,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Jessore,24.65,26.1
536,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Altınova,43.2375,45.775
537,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Najrīj,29.0625,27.125
538,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Zhongshan,37.0875,39.275
539,hidden,b,a,1,0,a,Opposite,a,0,1,a,1,60,Ortakent,39.425,41.75
540,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Sanaur,28.4125,26.525
541,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Vilankulo,-20.625,-19.25
542,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Haldipur,13.4125,12.525
543,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Nuevo Ideal,23.3375,21.775
544,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Banning,31.7875,29.675
545,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Thatta,26.25,27.8
546,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Pharkia,24.2875,22.675
547,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,San Juan,12.9375,12.075
548,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Stara Zagora,45.05,47.7
549,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,West Auckland,51.1875,47.775
550,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Cox’s Bāzār,20.0625,18.725
551,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Carpina,-8.3875,-8.875
552,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Bửu Long,11.675,12.35
553,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Buzuluk,49.5,46.2
554,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Mouzaïa,38.775,41.05
555,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Cornedo Vicentino,42.75,39.9
556,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Vembaditālam,12.2125,12.925
557,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Bayat,37.975,35.45
558,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Talne,45.8375,42.775
559,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Ambatofotsy,-23.15,-24.5
560,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Bāpaura,27.0,25.2
561,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Peterlee,58.2125,61.625
562,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Tierra Amarilla,-29.2125,-30.925
563,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Mesetas,3.6125,3.825
564,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Quakertown,42.9375,45.475
565,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,San Pedro Sacatepéquez,13.775,12.85
566,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Makamba,-4.3625,-4.625
567,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Espera Feliz,-19.3125,-18.025
568,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,La Plata,36.1,33.7
569,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Fontenay-sous-Bois,45.8375,42.775
570,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Tecoh,22.0,23.3
571,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Comapa,20.3875,21.575
572,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Pragatinagar,29.425,31.15
573,hidden,a,b,0,0,b,Opposite,a,0,0,a,0,60,Kappeln,51.275,47.85
574,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Celaya,21.7875,23.075
575,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Saboeiro,-6.9125,-7.325
576,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Abū Dīs,33.775,35.75
577,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Monteroni di Lecce,37.7875,35.275
578,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Douar Laouamra,29.8125,27.825
579,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Bắc Ninh,22.525,23.85
580,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,San Antonio,13.975,13.05
581,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Siliancun,21.2875,19.875
582,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Xiushui,25.5125,27.025
583,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Gasparillo,10.95,11.6
584,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Lugoj,42.85,40.0
585,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Ceadîr-Lunga,48.8875,51.775
586,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Neustadt am Rübenberge,55.7875,59.075
587,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Haymā’,21.2375,22.475
588,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,San Anselmo,35.625,33.25
589,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Toyohashi,32.625,30.45
590,hidden,a,b,0,0,b,Opposite,b,1,1,b,1,60,Veszprém,50.0375,52.975
591,hidden,a,a,0,1,b,Opposite,a,0,1,a,0,60,Aerzen,48.75,45.5
592,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Rio Grande City,28.05,29.7
593,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Alwar,29.225,30.95
594,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Nāhan,28.6875,26.775
595,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Laranjal Paulista,-24.45,-25.9
596,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Zarzis,35.5875,37.675
597,hidden,b,b,1,1,a,Opposite,a,0,0,a,1,60,Savelugu,10.2,10.8
598,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Acajutla,14.45,15.3
599,hidden,a,a,0,1,b,Opposite,b,1,0,b,1,60,Minto,41.1625,38.425
600,shown,b,a,1,0,xx. This means its answer has been hidden from you,Nothing,b,1,0,b,0,60,Ban Pa Sak,17.8625,18.925
601,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,The Nation / La Nation,48.225,51.05
602,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Mealhada,37.875,35.35
603,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Lower Pottsgrove,37.775,35.25
604,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Bayugan,8.1625,7.625
605,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Castel Volturno,38.4375,35.875
606,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Zdzieszowice,47.25,44.1
607,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Tortolì,42.4,44.9
608,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Svobodnyy,48.1875,44.975
609,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Paraibuna,-24.8625,-26.325
610,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Los Alamos,38.1375,40.375
611,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Tocaima,4.2125,3.925
612,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Santa Barbara,15.0,14.0
613,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Zamalkā,35.6,37.7
614,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Qādiān,33.7875,35.775
615,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Jiamusi,49.725,52.65
616,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Marib,16.4625,17.425
617,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Sidi Abdellah Ben Taazizt,31.875,29.75
618,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,San José Tenango,17.0625,15.925
619,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Chavuttahalli,11.625,10.85
620,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Burton upon Trent,49.5,46.2
621,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Corby,49.2125,45.925
622,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Quyang,24.9375,23.275
623,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Kwale,-4.4625,-4.725
624,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,1,60,Zschopau,53.9625,57.125
625,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Lānjī,22.85,24.2
626,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Mühlhausen,46.125,43.05
627,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Zorgo,12.975,13.75
628,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Southeast,43.9875,46.575
629,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,b,1,0,b,1,60,Jeumont,53.4375,56.575
630,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Cockeysville,41.9625,44.425
631,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Nāngloi Jāt,30.4875,32.275
632,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Hockley,54.825,58.05
633,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Bussolengo,42.65,39.8
634,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Briceño,7.55,8.0
635,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Biot,40.875,38.15
636,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Nha Trang,12.975,13.75
637,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Rocky River,44.0875,46.675
638,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Mulukukú,12.375,11.55
639,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Chulym,58.55,62.0
640,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Santa Rosa,-35.2875,-37.375
641,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Nimmekal,18.2875,19.375
642,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Fukuyoshi,35.8,37.9
643,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Kaspiyskiy,48.2375,51.075
644,shown,b,a,1,0,xx. This means its answer has been hidden from you,Nothing,b,1,0,b,0,60,Tumbao,7.55,8.0
645,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Cairo Montenotte,41.625,38.85
646,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Divnoye,48.775,51.65
647,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Caçapava,-24.55,-26.0
648,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Hikari,31.875,29.75
649,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Vohburg an der Donau,51.85,54.9
650,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Bicas,-23.0625,-24.425
651,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Kanbara,32.9125,30.725
652,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,0,60,Gyapekurom,7.125,6.65
653,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Thāthūpur,24.375,22.75
654,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Ampasimazava,-16.5875,-15.475
655,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,b,1,1,b,1,60,Spittal an der Drau,49.725,52.65
656,shown,b,b,1,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,1,60,Walthamstow,54.825,58.05
657,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Sihecun,21.0875,19.675
658,shown,a,b,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,a,0,60,Frankfort,44.0875,46.675
659,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Higüey,19.7625,20.925
660,shown,b,a,1,0,xx. This means its answer has been hidden from you,Nothing,b,1,0,b,0,60,Western Springs,39.1875,36.575
661,shown,a,a,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,1,a,0,60,Mandoto,-18.375,-17.15
