Unnamed: 0,city,actual_latitude,alt_latitude,initial_answer,gt_answer,logprob_a,logprob_b,logits_a,logits_b,confidence_a,confidence_b,predicted_label,initial_binary_correctness,other_llm_answer,other_llm_answer_type,second_answer,change_of_mind,second_turn_predicted_label,second_turn_binary_correctness,second_turn_confidence_a,second_turn_confidence_b,final_answer,final_logprob_a,final_logprob_b,final_logits_a,final_logits_b,other_llm_accuracy,initial_answer_display
35778,Mesolóngi,38.4,19.2,b,a,-8.6875,-3.171875,18.125,23.625,0.15886906,0.8411309,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.016758164,0.9832418,b,-20.75,-7.375,13.6875,27.125,100,shown
35779,Staraya Russa,58.0,87.0,a,a,-0.0155029296875,-7.625,28.5,20.875,0.90975165,0.09024835,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9877987,0.012201268,a,0.0,-14.5,34.5,20.0,100,shown
35780,Alabel,6.1,9.2,a,b,-0.72265625,-0.72265625,27.375,27.375,0.5,0.5,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.96555483,0.03444519,a,0.0,-11.0,33.0,22.0,100,shown
35781,Luckau,51.8,25.9,b,b,-8.5,-0.007781982421875,21.5,30.0,0.07071501,0.92928493,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.010503845,0.9894962,b,-15.0,0.0,20.25,35.25,100,shown
35782,Inverness,46.2,69.3,b,a,-6.625,-0.007781982421875,21.75,28.375,0.1184098,0.88159025,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.014708013,0.9852919,b,-13.875,0.0,20.875,34.75,100,shown
35783,Mengjiacun,40.0,60.0,b,b,-7.625,-0.007781982421875,20.5,28.125,0.090248376,0.90975165,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.017073102,0.98292696,b,-13.375,0.0,20.375,33.75,100,shown
35784,Kloten,47.4,23.7,b,b,-7.875,-0.007781982421875,21.25,29.125,0.08421845,0.9157816,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.011321155,0.9886789,b,-14.75,0.0,19.25,34.0,100,shown
35785,Honggu,36.3,54.4,b,b,-5.78125,-0.03076171875,22.125,27.875,0.14900525,0.85099477,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.020559942,0.97944003,b,-12.75,0.0,22.0,34.75,100,shown
35786,Florange,49.3,74.0,b,b,-7.25,-0.007781982421875,21.25,28.5,0.10002291,0.8999771,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201264,0.9877987,b,-14.5,0.0,20.25,34.75,100,shown
35787,Richards Bay,-28.8,-43.2,a,a,-0.71484375,-6.84375,26.375,20.25,0.8648371,0.13516289,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,33.75,20.375,100,shown
35788,Borsbeek,51.2,25.6,a,a,-0.023193359375,-6.78125,29.625,22.875,0.88548756,0.114512436,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9786632,0.02133673,a,0.0,-12.625,34.0,21.375,100,shown
35789,Ust’-Nera,64.6,32.3,a,a,-0.023193359375,-4.90625,27.625,22.75,0.8141602,0.18583974,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.988247,0.011753066,a,0.0,-14.625,34.25,19.625,100,shown
35790,Nairn,57.6,86.4,b,b,-7.75,-0.007781982421875,21.375,29.125,0.08718623,0.9128138,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01090493,0.98909503,b,-14.875,0.0,21.375,36.25,100,shown
35791,Dacun,34.7,52.1,b,b,-6.28125,-0.023193359375,22.25,28.5,0.13079588,0.8692041,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.020559931,0.97944003,b,-12.75,0.0,22.25,35.0,100,shown
35792,West Nipissing / Nipissing Ouest,46.4,69.6,b,b,-8.25,-0.007781982421875,21.75,30.0,0.07585818,0.9241418,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01266634,0.98733366,b,-14.375,0.0,20.125,34.5,100,shown
35793,Fish Hawk,27.9,41.8,b,a,-5.28125,-0.023193359375,23.125,28.375,0.16925605,0.83074397,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.022977382,0.97702265,b,-12.375,0.0,22.125,34.5,100,shown
35794,Stendal,52.6,26.3,a,a,-0.0155029296875,-7.0,29.375,22.375,0.8929478,0.10705215,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98733366,0.01266634,a,0.0,-14.375,34.5,20.125,100,shown
35795,Mŭ’minobod,38.1,19.1,a,a,-0.08251953125,-3.203125,27.625,24.5,0.7205053,0.2794947,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98227954,0.017720548,a,0.0,-13.25,34.0,20.75,100,shown
35796,Walnut Park,34.0,51.0,a,a,-0.5859375,-7.09375,27.5,21.0,0.8775785,0.12242149,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.96739537,0.032604676,a,-8.5,-19.75,25.0,13.8125,100,shown
35797,Nor Hachn,40.3,20.2,a,a,-0.1845703125,-2.4375,28.375,26.125,0.66414446,0.33585554,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9786632,0.021336742,a,0.0,-12.625,34.5,21.875,100,shown
35798,Byarozawka,53.7,80.6,b,b,-7.0,-0.0155029296875,21.75,28.75,0.10705215,0.8929478,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01364958,0.9863505,b,-14.125,0.0,21.125,35.25,100,shown
35799,Carmaux,44.0,66.1,a,a,-0.0155029296875,-7.125,28.75,21.625,0.89651525,0.1034848,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.015267149,a,0.0,-13.75,34.25,20.5,100,shown
35800,Neno,-15.4,-23.1,a,a,-0.11767578125,-3.125,27.5,24.5,0.71281403,0.287186,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98194677,0.01805324,a,-9.0,-22.25,28.25,15.0625,100,shown
35801,Aars,56.8,28.4,b,b,-6.375,-0.0155029296875,22.25,28.625,0.1265495,0.87345046,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.018392058,0.9816079,b,-13.125,0.0,22.375,35.5,100,shown
35802,Macabebe,14.9,22.4,a,b,-0.06787109375,-4.1875,26.375,22.25,0.7772999,0.22270015,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.97944003,0.020559931,a,0.0,-12.75,33.25,20.5,100,shown
35803,Huzūrnagar,16.9,25.3,b,a,-0.1650390625,-2.796875,27.5,24.875,0.6890012,0.3109988,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.03320737,0.9667926,b,-11.125,0.0,23.625,34.75,100,shown
35804,Makarska,43.3,21.6,a,a,-0.03076171875,-5.03125,27.875,22.875,0.8198235,0.18017653,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9733637,0.026636243,a,0.0,-11.875,33.0,21.125,100,shown
35805,Tychy,50.1,75.2,a,a,-0.023193359375,-8.0,29.625,21.625,0.9186573,0.08134266,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708021,a,0.0,-13.875,34.5,20.625,100,shown
35806,Tanant,31.9,47.8,b,b,-5.15625,-0.03076171875,22.875,28.0,0.17464907,0.82535094,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.024740973,0.97525907,b,-12.125,0.0,22.125,34.25,100,shown
35807,Musiri,11.0,5.5,b,a,-2.609375,-0.10400390625,28.0,30.5,0.31917277,0.6808272,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.026636243,0.9733637,b,-11.875,0.0,24.875,36.75,100,shown
35808,Quezon,7.7,11.6,a,a,-0.08984375,-3.59375,26.875,23.375,0.74280626,0.25719377,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.97132754,0.028672436,a,-8.75,-20.375,26.25,14.625,100,shown
35809,Riom,45.9,22.9,a,a,-0.05322265625,-4.5625,27.625,23.125,0.79635006,0.20364998,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9801892,0.019810867,a,0.0,-12.875,34.0,21.125,100,shown
35810,Yemva,62.6,31.3,a,b,-0.11767578125,-6.0,27.25,21.375,0.85573435,0.14426567,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.98292696,0.017073112,a,0.0,-13.375,34.0,20.625,100,shown
35811,Hacienda Heights,34.0,51.0,a,a,-0.0155029296875,-7.25,29.25,22.0,0.8999771,0.100022964,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.988247,0.011753079,a,0.0,-14.625,34.5,19.875,100,shown
35812,Cave Spring,37.2,18.6,a,a,-0.0966796875,-3.34375,26.375,23.125,0.72806907,0.27193087,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,33.75,20.375,100,shown
35813,Khurmi,39.5,19.8,a,b,-0.138671875,-4.375,26.25,22.0,0.78378797,0.21621202,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.969702,0.030297944,a,-8.25,-19.75,27.0,15.5625,100,shown
35814,Lagoa Sêca,-7.2,-3.6,a,b,-0.1650390625,-2.421875,28.0,25.75,0.6641442,0.33585575,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9801892,0.019810867,a,0.0,-12.875,33.5,20.625,100,shown
35815,Klagenfurt,46.6,23.3,b,b,-8.75,0.0,21.375,30.125,0.06589567,0.9341043,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.011753072,0.988247,b,-14.625,0.0,19.375,34.0,100,shown
35816,Ponders End,51.6,25.8,a,a,-0.0155029296875,-7.625,30.125,22.5,0.90975165,0.090248376,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9886789,0.01132115,a,0.0,-14.75,35.25,20.5,100,shown
35817,Ceres,37.6,56.4,a,a,-0.2041015625,-3.953125,30.0,26.25,0.75701135,0.24298865,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.95223075,0.047769308,a,-7.25,-17.125,28.0,18.125,100,shown
35818,Hulkoti,15.4,23.1,<,a,-inf,-inf,-inf,-inf,,,-1,-1,xx. This means its answer has been hidden from you,Nothing,a,1,0,1,0.680827,0.31917298,a,-0.08251953125,-2.578125,39.25,36.75,100,shown
35819,Douar Jwalla,31.9,15.9,b,b,-4.40625,-0.0458984375,24.0,28.375,0.209862,0.790138,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.018392058,0.9816079,b,-13.125,0.0,22.375,35.5,100,shown
35820,São Martinho do Bispo,40.2,20.1,b,b,-6.125,-0.0155029296875,22.625,28.75,0.13516289,0.8648371,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.03085936,0.9691406,b,-11.375,0.0,22.625,34.0,100,shown
35821,Chilanga,13.7,6.9,<,b,-inf,-inf,-inf,-inf,,,-1,-1,xx. This means its answer has been hidden from you,Nothing,b,1,1,1,0.28718588,0.7128141,b,-3.046875,-0.05322265625,35.25,38.25,100,shown
35822,Bend,44.1,66.1,b,b,-8.625,-0.007781982421875,21.0,29.625,0.068265945,0.9317341,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201264,0.9877987,b,-14.5,0.0,20.25,34.75,100,shown
35823,Olds,51.8,77.7,b,b,-8.0,-0.0155029296875,21.25,29.25,0.0813427,0.9186573,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01132115,0.9886789,b,-14.75,0.0,20.5,35.25,100,shown
35824,Fairview,40.8,61.2,a,a,-0.470703125,-1.09375,28.625,28.0,0.5472075,0.45279253,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.96555483,0.034445204,a,0.0,-11.0,34.0,23.0,100,shown
35825,Fara,11.5,17.3,a,b,-0.4765625,-1.2265625,27.875,27.125,0.55657494,0.4434251,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.9733637,0.026636256,a,0.0,-11.875,33.5,21.625,100,shown
35826,Morsand,25.9,13.0,b,a,-1.2578125,-0.5078125,26.5,27.25,0.4434251,0.55657494,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.025671588,0.9743284,b,-12.0,0.0,23.75,35.75,100,shown
35827,Épinay-sur-Orge,48.7,73.0,b,b,-8.625,-0.007781982421875,21.75,30.375,0.06826597,0.93173397,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.013148894,0.98685104,b,-14.25,0.0,20.25,34.5,100,shown
35828,Rocha,-34.5,-17.2,a,a,-0.0966796875,-3.21875,28.25,25.125,0.7205053,0.2794947,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98635036,0.013649585,a,0.0,-14.125,34.5,20.375,100,shown
35829,Hejian,38.4,57.7,Unknown,b,-inf,-inf,-inf,-inf,,,-1,-1,xx. This means its answer has been hidden from you,Nothing,b,1,1,1,0.039855726,0.96014434,b,-10.5,0.0,24.0,34.5,100,shown
35830,Revúca,48.7,73.0,b,b,-8.75,-0.007781982421875,21.0,29.75,0.06589567,0.9341043,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01090493,0.98909503,b,-14.875,0.0,20.375,35.25,100,shown
35831,Keller,32.9,16.5,a,a,-0.023193359375,-6.15625,28.125,22.0,0.8648371,0.13516289,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,33.5,19.625,100,shown
35832,Morris,40.8,20.4,a,a,-0.03076171875,-4.40625,27.0,22.625,0.790138,0.209862,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9801892,0.019810855,a,0.0,-12.875,33.75,20.875,100,shown
35833,Montegiardino,43.9,65.9,b,b,-8.375,-0.15234375,20.0,28.25,0.07585818,0.9241418,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201268,0.9877987,b,-14.5,0.0,20.75,35.25,100,shown
35834,Dáfni,38.0,19.0,b,b,-6.625,-0.007781982421875,22.125,28.75,0.11840984,0.8815902,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019810867,0.9801892,b,-12.875,0.0,22.375,35.25,100,shown
35835,Sabbah,33.8,16.9,a,b,-0.1650390625,-2.796875,26.0,23.375,0.68900126,0.31099868,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.96427256,0.035727475,a,-7.25,-18.125,27.5,16.625,100,shown
35836,Andondabe,-17.8,-8.9,b,b,-0.76171875,-0.76171875,29.75,29.75,0.5,0.5,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.026636243,0.9733637,b,-11.875,0.0,22.875,34.75,100,shown
35837,Groningen,53.2,26.6,b,b,-8.875,-0.007781982421875,22.5,31.375,0.063602105,0.93639785,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201268,0.9877987,b,-14.5,0.0,20.75,35.25,100,shown
35838,Wilcannia,-31.6,-47.3,b,b,-8.25,0.0,21.75,30.0,0.07585818,0.9241418,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.01090493,0.98909503,b,-14.875,0.0,20.375,35.25,100,shown
35839,Dawson Creek,55.8,83.6,a,a,-0.0155029296875,-7.5,28.875,21.375,0.906593,0.09340698,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708021,a,0.0,-13.875,34.5,20.625,100,shown
35840,Braunsbedra,51.3,76.9,a,a,-0.038330078125,-7.15625,29.0,21.875,0.89651525,0.10348475,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,34.25,20.375,100,shown
35841,Huatabampo,27.0,40.6,b,b,-8.5,-0.0155029296875,20.5,29.0,0.07071499,0.92928505,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.012201264,0.9877987,b,-14.5,0.0,20.25,34.75,100,shown
35842,Alkhan-Yurt,43.2,21.6,a,a,-0.03076171875,-4.53125,27.25,22.75,0.79635006,0.20364991,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9809115,0.019088542,a,0.0,-13.0,33.75,20.75,100,shown
35843,Sarai Jattān,31.2,15.6,b,b,-6.65625,-0.023193359375,22.25,28.875,0.1184098,0.88159025,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.017073102,0.98292696,b,-13.375,0.0,20.875,34.25,100,shown
35844,Wakayama,34.2,17.1,b,b,-9.125,-0.007781982421875,21.375,30.5,0.059236635,0.94076335,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.011753079,0.988247,b,-14.625,0.0,19.875,34.5,100,shown
35845,Harper Woods,42.4,21.2,a,a,-0.03076171875,-5.40625,28.0,22.625,0.83600354,0.16399653,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98733366,0.0126663335,a,0.0,-14.375,34.75,20.375,100,shown
35846,Xintai,35.9,18.0,a,a,-0.0155029296875,-6.375,28.5,22.125,0.8734506,0.12654945,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98733366,0.01266634,a,0.0,-14.375,34.5,20.125,100,shown
35847,New Amsterdam,6.2,3.1,a,b,-0.15234375,-2.28125,27.5,25.375,0.65564334,0.34435666,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.96555483,0.034445178,a,0.0,-11.0,33.25,22.25,100,shown
35848,Parapuã,-21.8,-32.7,b,b,-2.84375,-0.08984375,28.375,31.125,0.3029408,0.6970592,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.025671588,0.9743284,b,-12.0,0.0,22.75,34.75,100,shown
35849,White City,42.4,63.6,a,b,-0.2109375,-1.8359375,27.125,25.5,0.6206774,0.37932262,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.97525907,0.024740973,a,0.0,-12.125,33.5,21.375,100,shown
35850,Palangavāngudi,10.7,5.4,a,a,-0.038330078125,-4.65625,26.5,21.875,0.8024242,0.19757582,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708021,a,0.0,-13.875,34.0,20.125,100,shown
35851,Le Mont-sur-Lausanne,46.5,69.8,a,a,-0.0155029296875,-5.875,28.0,22.125,0.85573417,0.14426579,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9816079,0.018392058,a,0.0,-13.125,33.75,20.625,100,shown
35852,Benjamín Aceval,-25.0,-12.5,Unknown,a,-inf,-inf,-inf,-inf,,,-1,-1,xx. This means its answer has been hidden from you,Nothing,a,1,0,1,0.84113085,0.15886919,a,-0.007781982421875,-5.5,35.75,30.25,100,shown
35853,Viga,13.9,20.8,a,a,-0.1845703125,-2.4375,27.25,25.0,0.66414446,0.33585554,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,34.75,20.875,100,shown
35854,Mottola,40.6,20.3,b,b,-7.375,-0.0155029296875,21.125,28.5,0.09666439,0.9033356,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.013649585,0.98635036,b,-14.125,0.0,20.375,34.5,100,shown
35855,Mādugula,17.9,26.9,b,b,-1.984375,-0.2353515625,27.125,28.875,0.37044623,0.6295538,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.032012552,0.9679874,b,-11.25,0.0,24.25,35.5,100,shown
35856,Redlynch,-16.9,-25.3,a,a,-0.1845703125,-2.3125,28.375,26.25,0.65564346,0.34435657,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.015267155,a,0.0,-13.75,34.75,21.0,100,shown
35857,Burley,42.5,63.8,a,a,-0.05322265625,-4.1875,27.125,23.0,0.7772999,0.22270015,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.97944003,0.020559942,a,0.0,-12.75,33.75,21.0,100,shown
35858,Izamal,20.9,31.4,b,b,-6.875,-0.007781982421875,22.0,28.875,0.110727295,0.8892727,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019088542,0.9809115,b,-13.0,0.0,21.25,34.25,100,shown
35859,Vila Franca de Xira,39.0,19.5,a,a,-0.038330078125,-5.28125,27.75,22.5,0.83074397,0.16925605,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9801892,0.019810867,a,0.0,-12.875,33.0,20.125,100,shown
35860,Naruār,26.2,13.1,a,a,-0.40625,-1.53125,27.125,26.0,0.58441126,0.41558868,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.97132754,0.028672436,a,0.0,-11.625,33.75,22.125,100,shown
35861,Sākib,32.3,16.1,a,a,-0.0966796875,-3.21875,26.5,23.375,0.7205053,0.2794947,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.96555483,0.034445204,a,0.0,-11.0,34.0,23.0,100,shown
35862,Portland,27.9,41.8,b,a,-7.5,-0.007781982421875,21.375,28.875,0.09340698,0.906593,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.011753079,0.988247,b,-14.625,0.0,19.875,34.5,100,shown
35863,Mampong,7.1,3.5,b,b,-3.5625,-0.06787109375,26.0,29.5,0.25719368,0.7428064,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019810867,0.9801892,b,-12.875,0.0,21.875,34.75,100,shown
35864,Barhampur,26.3,13.2,a,a,-0.0458984375,-4.78125,27.25,22.5,0.8083608,0.19163921,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.015267155,a,0.0,-13.75,34.0,20.25,100,shown
35865,Barhampur,26.3,13.2,a,b,-1.15625,-0.53515625,27.375,28.0,0.4527928,0.54720724,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.957142,0.042857952,a,0.0,-10.25,34.0,23.75,100,shown
35866,Quetta,30.2,45.3,b,b,-8.0,-0.007781982421875,21.375,29.375,0.08134266,0.9186573,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.014708013,0.9852919,b,-13.875,0.0,20.375,34.25,100,shown
35867,Wellington,-33.6,-16.8,b,b,-6.875,0.0,21.75,28.625,0.11072735,0.8892727,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019088542,0.9809115,b,-13.0,0.0,21.25,34.25,100,shown
35868,Hemsworth,53.6,26.8,a,a,-0.03076171875,-4.65625,27.75,23.125,0.8024242,0.19757582,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98292696,0.017073102,a,0.0,-13.375,34.25,20.875,100,shown
35869,Formosa,-26.2,-13.1,b,a,-4.15625,-0.0458984375,24.875,29.0,0.22270015,0.7772999,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.022142211,0.97785777,b,-12.5,0.0,22.0,34.5,100,shown
35870,Peri-Mirim,-2.6,-3.9,b,a,-2.375,-0.11767578125,27.625,29.875,0.33585566,0.66414434,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.028672436,0.97132754,b,-11.625,0.0,23.375,35.0,100,shown
35871,Taurianova,38.4,19.2,a,a,-0.05322265625,-4.0625,28.0,24.0,0.770674,0.22932607,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9786632,0.02133672,a,0.0,-12.625,33.25,20.625,100,shown
35872,Beaufort,32.5,48.7,b,a,-4.75,-0.0155029296875,25.875,30.625,0.19163921,0.8083608,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.029746424,0.9702536,b,-11.5,0.0,22.75,34.25,100,shown
35873,La Unión,37.6,56.4,b,b,-3.296875,-0.05322265625,26.75,30.0,0.27193087,0.72806907,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019088542,0.9809115,b,-13.0,0.0,22.25,35.25,100,shown
35874,Opelousas,30.5,15.3,b,b,-7.375,-0.007781982421875,21.375,28.75,0.096664436,0.9033356,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.013148887,0.98685104,b,-14.25,0.0,20.75,35.0,100,shown
35875,Channapatna,12.7,6.3,a,a,-0.0458984375,-4.53125,27.375,22.875,0.7963502,0.20364985,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.015267155,a,0.0,-13.75,34.0,20.25,100,shown
35876,Pola de Siero,43.4,65.1,b,b,-7.875,-0.007781982421875,21.375,29.25,0.08421848,0.9157815,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.011753072,0.988247,b,-14.625,0.0,20.125,34.75,100,shown
35877,San Francisco,13.7,20.5,b,a,-3.046875,-0.05322265625,32.25,35.25,0.28718588,0.7128141,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.047769308,0.95223075,b,-9.875,0.0,25.875,35.75,100,shown
35878,Rochedale,-27.6,-13.8,b,a,-4.40625,-0.038330078125,23.625,28.0,0.20986208,0.7901379,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.041330744,0.95866925,b,-10.375,0.0,26.125,36.5,100,shown
35879,Winchester,42.5,21.2,b,b,-6.75,-0.007781982421875,23.0,29.75,0.114512436,0.88548756,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.019810855,0.9801892,b,-12.875,0.0,21.375,34.25,100,shown
35880,Nanping,26.6,40.0,b,b,-8.375,0.0,21.25,29.625,0.07324502,0.926755,1,1,xx. This means its answer has been hidden from you,Nothing,b,0,1,1,0.014169062,0.9858309,b,-14.0,0.0,20.5,34.5,100,shown
35881,Popovo,43.4,65.0,a,a,-0.0155029296875,-6.375,28.375,22.0,0.8734506,0.12654945,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9847328,0.015267149,a,0.0,-13.75,34.25,20.5,100,shown
35882,Babadag,44.9,22.4,a,a,-0.023193359375,-4.90625,27.875,23.0,0.81416035,0.18583968,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9863505,0.0136495745,a,0.0,-14.125,35.0,20.875,100,shown
35883,Kenmore,47.8,23.9,a,a,-0.023193359375,-5.90625,28.125,22.25,0.8557343,0.14426573,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.9852919,0.014708013,a,0.0,-13.875,33.75,19.875,100,shown
35884,Tarboro,35.9,53.9,a,a,-0.05322265625,-6.0625,28.125,22.125,0.8603478,0.13965222,0,1,xx. This means its answer has been hidden from you,Nothing,a,0,0,1,0.98733366,0.0126663335,a,0.0,-14.375,34.75,20.375,100,shown
35885,Cortazar,20.5,30.7,b,a,-4.0625,-0.060546875,25.25,29.25,0.229326,0.77067405,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.032012567,0.9679874,b,-11.25,0.0,23.25,34.5,100,shown
35886,Gothva,23.5,11.7,b,a,-3.09375,-0.08984375,26.5,29.5,0.28718588,0.7128141,1,0,xx. This means its answer has been hidden from you,Nothing,b,0,1,0,0.020559942,0.97944003,b,-12.75,0.0,22.0,34.75,100,shown
35887,Töle Bī,43.7,21.8,a,b,-0.1318359375,-3.5,26.5,23.125,0.73550344,0.26449656,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.98227954,0.017720548,a,0.0,-13.25,34.5,21.25,100,shown
35888,Ducheng,23.2,34.9,a,b,-0.060546875,-4.1875,27.5,23.375,0.77729976,0.22270021,0,0,xx. This means its answer has been hidden from you,Nothing,a,0,0,0,0.98292696,0.017073112,a,0.0,-13.375,33.5,20.125,100,shown
